ra,dec,Vhel,Vhel_error,mem
14.99875,-33.71025,120.8,4.5,0.999
15.003875,-33.70144444,118.1,2.8,0.999
15.00675,-33.69638889,109,5,0.999
14.99308333,-33.68269444,106.3,2.8,0.999
14.99183333,-33.73416667,115.4,2.3,0.999
14.986,-33.73352778,110.2,5,0.999
14.977,-33.73025,97.7,1.5,1
14.99525,-33.72808333,95.5,4,0.994
14.969,-33.66255556,101.3,1.5,1
14.74533333,-33.65072222,121.9,1.1,1
14.813125,-33.71522222,112.4,0.4,1
14.79220833,-33.67180556,107.5,0.6,1
14.766875,-33.67541667,97.8,0.9,0.999
14.88554167,-33.75975,113.6,0.6,1
14.96829167,-33.69113889,114.6,0.6,0.999
14.80241667,-33.61477778,114.7,9.6,1
14.79725,-33.6245,107,4.8,1
14.79804167,-33.63427778,116,3.7,1
14.75054167,-33.6475,123.3,9.9,1
14.85154167,-33.758,91.3,6.2,0.999
14.853375,-33.75366667,107,5.2,0.998
14.84375,-33.71552778,100.4,10.9,0.999
14.8195,-33.67511111,103.6,1.2,1
14.75983333,-33.70691667,113.4,5.7,0.999
14.803,-33.68594444,130.4,5.4,1
14.81066667,-33.67777778,117.2,1.3,0.999
14.82329167,-33.62605556,98.7,6.8,0.998
14.84641667,-33.57197222,113.3,9.3,1
14.87679167,-33.60144444,106.6,6.1,1
14.8865,-33.60311111,98.5,4.4,0.999
14.863875,-33.64655556,115.3,5.8,1
14.92004167,-33.74305556,100.6,11.1,1
14.92445833,-33.71186111,109.8,8.1,1
14.907375,-33.68761111,112.9,3.2,0.999
14.892,-33.73097222,114.6,7.1,1
14.890875,-33.71061111,105.2,7.7,1
14.892375,-33.68727778,109.2,1.6,1
14.90879167,-33.58561111,118.7,1.3,1
14.90725,-33.60005556,94.6,1.4,0.999
14.918,-33.60183333,113.1,2.8,1
14.90029167,-33.61922222,108.3,9.4,1
14.91,-33.62447222,112,7.9,1
14.92091667,-33.62922222,119.9,10.2,1
14.96666667,-33.57511111,110.4,9.8,0.999
14.93933333,-33.58958333,107.4,5.1,0.999
14.96170833,-33.60577778,113.3,3.9,0.999
14.977875,-33.75477778,103.5,7.7,1
14.97016667,-33.74441667,106.8,2,1
14.971125,-33.73291667,117.5,6.6,1
14.96945833,-33.71783333,114.9,9.3,1
14.97583333,-33.67416667,100.6,1.4,0.999
14.932125,-33.743,111.6,11.6,0.999
14.95454167,-33.73469444,98.4,5,1
14.94508333,-33.66402778,115.9,2.6,1
14.95504167,-33.66358333,117.8,4.5,1
14.99620833,-33.61247222,97.7,4,1
14.97491667,-33.62838889,121.9,1.6,1
15.01591667,-33.59338889,121.4,1.7,1
15.02925,-33.61222222,112.1,2.5,1
15.03154167,-33.61772222,113.3,1.2,1
15.00954167,-33.64794444,114.3,3.1,0.995
15.00904167,-33.65469444,119,3.6,1
15.02941667,-33.67961111,92.9,3.1,0.959
15.03241667,-33.67416667,105,3.5,1
15.03633333,-33.66519444,112.1,1.1,1
15.01495833,-33.65752778,118.3,2.4,1
14.9995,-33.73458333,114.1,9.9,1
14.99125,-33.72255556,120.1,3.4,1
15.00404167,-33.69338889,123.4,0.9,0.997
14.56533333,-33.67405556,101.8,2.4,0.999
14.61129167,-33.65713889,107.5,4.8,0.997
14.64029167,-33.67841667,124.9,2.5,0.995
14.560625,-33.78080556,108.5,1.5,1
14.52425,-33.72488889,114.6,0.6,1
14.681,-33.59941667,102,0.4,0.999
14.689625,-33.63372222,106.2,0.5,1
14.695625,-33.64819444,122.6,0.8,0.999
14.67004167,-33.66222222,117.5,2.9,0.999
14.6835,-33.69586111,122,0.8,1
14.70745833,-33.64194444,113.7,3.4,1
14.704625,-33.653,102,1.4,1
14.711625,-33.66644444,109.3,1.6,1
14.71520833,-33.67225,109.7,1.6,1
14.69341667,-33.69566667,103.5,1.8,1
14.69879167,-33.70019444,100.1,1.6,0.999
14.637875,-33.82477778,96,3.5,0.998
14.63879167,-33.79661111,120.3,0.5,1
14.6505,-33.79133333,111.5,0.7,0.998
14.648125,-33.75977778,109.6,1.4,1
14.66179167,-33.73747222,111,1,1
14.66341667,-33.72075,109.8,0.9,1
14.65841667,-33.71769444,105.1,1.5,1
14.58125,-33.71680556,105.8,0.6,1
14.726125,-33.6195,108.1,1.4,0.999
14.73695833,-33.62241667,97,2.1,0.999
14.73395833,-33.64508333,116,5.6,1
14.72716667,-33.66233333,115.9,1.8,1
14.74475,-33.67697222,104.7,1.8,1
14.77508333,-33.70908333,106.1,2.9,1
14.712125,-33.80822222,105,0.6,1
14.72283333,-33.77302778,118.5,0.4,0.999
14.72829167,-33.75158333,104,0.6,1
14.74116667,-33.69730556,121.6,1.8,1
14.69491667,-33.77069444,116.5,0.8,1
14.69354167,-33.76333333,109.4,0.4,1
14.67970833,-33.72644444,123.8,0.5,1
14.728625,-33.70383333,107.1,2.1,1
14.73629167,-33.68227778,117.6,3.5,1
14.785875,-33.70822222,100.2,0.7,1
14.797,-33.75391667,92.9,0.9,0.999
14.79270833,-33.76483333,113.3,3.9,1
14.79329167,-33.77111111,134.6,0.6,0.999
14.76529167,-33.77955556,110.4,2.6,0.998
14.78983333,-33.75583333,122.7,1.9,0.999
14.77558333,-33.7365,111.5,1.2,0.999
14.76433333,-33.76391667,104.9,0.6,0.988
14.74595833,-33.74652778,90.1,0.5,0.975
14.75116667,-33.72072222,110.8,0.6,1
14.75883333,-33.71169444,113.9,3.6,0.998
15.18654167,-33.70458333,102,2.1,1
15.19441667,-33.69747222,118.3,1.4,1
15.20058333,-33.70369444,108.7,3,1
15.20091667,-33.72466667,114.5,4.7,1
15.01420833,-33.60183333,126.4,2.3,1
15.013625,-33.636,123.5,1.7,1
15.02916667,-33.64869444,121.2,1.2,1
15.03775,-33.61377778,104.3,0.6,1
15.02195833,-33.63933333,110.9,0.8,1
15.01375,-33.64777778,133.7,1.2,0.999
15.01954167,-33.65461111,122.7,0.9,1
15.02979167,-33.58227778,93.8,3.3,0.999
15.04770833,-33.59738889,109.5,4.2,1
15.05483333,-33.61072222,113.7,0.7,1
15.04716667,-33.61908333,114.5,0.8,1
15.05375,-33.62458333,117.5,1.1,0.991
15.055875,-33.63769444,121.8,1,1
15.092,-33.71097222,116.7,0.6,1
15.096875,-33.70875,110.3,0.5,1
15.10795833,-33.70019444,92.6,1,0.998
15.098375,-33.69944444,111.7,0.9,1
15.10825,-33.68805556,104.8,0.4,1
15.10091667,-33.68277778,107.3,0.4,1
15.11529167,-33.66980556,110,1.1,1
15.09854167,-33.66891667,102,0.7,1
15.069625,-33.71263889,114.4,0.5,1
15.071375,-33.70108333,112.4,0.6,1
15.03954167,-33.69483333,106,1.6,1
15.04520833,-33.69044444,114.5,0.8,1
15.05070833,-33.68886111,129.2,0.8,1
15.06445833,-33.69083333,111.7,0.8,1
15.07720833,-33.68875,112.4,1.9,1
15.046625,-33.67738889,104.9,2.3,1
15.04295833,-33.55558333,116.5,0.6,1
15.04066667,-33.56402778,103.3,2.4,1
15.03645833,-33.57388889,116.4,1.7,1
15.08608333,-33.62177778,106.6,0.7,1
15.09870833,-33.63419444,117.8,1,1
15.09320833,-33.6355,115,1.3,1
15.10158333,-33.65925,115.6,0.7,1
15.06254167,-33.54986111,132,2.1,0.999
15.087,-33.55047222,106.1,2,1
15.07233333,-33.56094444,108.2,2.6,1
15.08329167,-33.58527778,120.1,1.1,1
15.081,-33.59872222,116.3,0.7,1
15.09620833,-33.61061111,111.7,1.2,1
15.09229167,-33.62561111,110.9,0.9,1
15.15391667,-33.74527778,106.6,2.7,1
15.13995833,-33.74358333,114.8,0.8,1
15.14866667,-33.73313889,113.8,1.2,1
15.14204167,-33.72127778,110.8,1.8,1
15.13616667,-33.71330556,119.1,0.7,1
15.15358333,-33.71033333,110.2,0.6,1
15.142125,-33.69663889,111.3,1.1,1
15.10095833,-33.73575,101.2,0.5,1
15.105875,-33.73283333,106.5,0.5,1
15.12104167,-33.69838889,112.2,0.6,1
15.12608333,-33.68980556,100.5,1.2,1
15.12070833,-33.67530556,114.9,0.5,1
15.12325,-33.65161111,121,0.9,1
15.12608333,-33.64688889,108.7,0.7,1
15.09225,-33.51938889,119,3.9,1
15.097875,-33.52330556,99.9,1.8,0.999
15.131625,-33.56975,115.4,1.3,1
15.136375,-33.57216667,100.5,1.1,0.999
15.10708333,-33.58733333,121.3,1.8,1
15.156875,-33.52952778,118.8,2.6,1
15.16429167,-33.57805556,94.5,1.1,0.999
15.16416667,-33.58483333,119.8,1.2,1
15.14208333,-33.58575,124.2,2,1
15.15104167,-33.60213889,125.9,0.9,1
15.15508333,-33.60847222,108,3.2,1
15.1655,-33.65344444,111.2,2.1,1
15.16670833,-33.64463889,106.7,0.9,1
15.16716667,-33.74466667,99.6,0.8,1
15.17704167,-33.73188889,110.8,1.3,1
15.16008333,-33.73058333,105.3,1,1
15.17116667,-33.70922222,116.9,1.5,1
15.16329167,-33.69358333,109.4,1.3,1
15.17320833,-33.69080556,119.4,1.3,1
15.15633333,-33.67666667,98.2,0.6,1
15.16825,-33.50352778,117.6,2.4,1
15.19504167,-33.56983333,107.9,1.2,1
15.20225,-33.58697222,121.8,1.3,1
15.18516667,-33.59822222,118.6,3.6,1
15.18266667,-33.62883333,115.3,1.8,1
15.20941667,-33.52555556,87.1,3.6,0.99
15.27741667,-33.55530556,113.8,0.9,0.999
15.242625,-33.60419444,110.5,4.3,1
15.20295833,-33.61394444,119,2.7,1
15.203,-33.63075,99.1,2.2,1
15.21625,-33.67677778,114.2,1.6,0.996
