ra,dec,Vhel,Vhel_error,mem
153.1092083,-1.641666667,236.1,0.9,0.998
153.237125,-1.654888889,229.6,8.8,0.994
152.9799167,-1.647611111,224,3.6,0.995
153.02375,-1.550944444,219.3,5,0.999
152.925625,-1.600111111,215.7,5.3,0.936
152.8991667,-1.628222222,230.4,3.4,0.977
152.9112917,-1.673277778,222.7,3.1,0.995
152.95175,-1.565138889,215.7,0.8,0.987
152.963875,-1.599777778,226.4,1.2,0.996
152.951125,-1.625694444,222.8,4.7,0.996
153.6070833,-1.660333333,227.6,2.9,0.994
153.5705,-1.721027778,228.1,4.3,0.996
153.617125,-1.580777778,216.4,5.9,0.992
153.5428333,-1.752611111,222,1.5,0.996
153.52575,-1.689277778,223.9,2,0.998
153.5105833,-1.695277778,222,4.4,0.998
153.4790833,-1.677472222,224.7,4.3,0.999
153.5260833,-1.570805556,241.7,1.2,0.976
153.5213333,-1.616416667,224.4,1.6,0.996
153.467625,-1.647388889,224.6,2.5,0.998
153.4265417,-1.746527778,228,4.4,0.998
153.4320833,-1.723444444,219.8,2.7,0.999
153.4395417,-1.718,223.7,4.9,0.999
153.4230417,-1.660305556,233.4,2.4,0.997
153.40825,-1.626055556,217.1,5.4,0.999
153.595875,-1.716472222,229.3,1.8,0.996
153.5844167,-1.617444444,223.8,2.2,0.996
153.5630833,-1.657722222,206.6,1.6,0.915
153.4205,-1.731388889,222.9,2.3,0.994
153.4077083,-1.637666667,239.7,2.8,0.997
153.41125,-1.653638889,240.5,3.5,0.997
153.664875,-1.717111111,226,3.1,0.927
153.608625,-1.745055556,222.7,3.5,0.991
153.6392917,-1.598527778,215,0.6,0.973
153.6559583,-1.666611111,215.8,2.7,0.99
153.5762083,-1.790666667,212,1.3,0.987
153.5566667,-1.579694444,218.4,1.7,0.995
153.5127917,-1.609055556,232.4,3.2,0.996
153.4964583,-1.672527778,219.7,0.7,0.999
153.4469167,-1.587555556,216.4,4.3,0.997
153.30325,-1.380722222,212.5,3,0.988
153.32325,-1.406333333,205.6,2,0.985
153.2369167,-1.384805556,223.8,3.9,0.999
153.2422083,-1.394083333,226.7,1.6,0.998
153.1999167,-1.316361111,219.3,2.1,0.928
153.1828333,-1.37,228.5,2.5,0.999
153.3290417,-1.449555556,220,1.1,0.999
153.3585,-1.36325,223.4,1.5,0.997
153.2605417,-1.311944444,228.8,5.5,0.982
153.37525,-1.395194444,229.1,0.4,0.996
153.3626667,-1.327694444,229.8,2.3,0.996
153.314875,-1.354972222,240.6,2.1,0.983
153.3925,-1.19725,214.1,2.5,0.988
153.3787083,-1.23375,205.6,5.1,0.948
153.3894583,-1.296222222,203.7,1.7,0.918
153.3970833,-1.298527778,224.5,0.6,0.993
153.3137917,-1.273694444,230.4,1.1,0.997
153.2023333,-1.26425,227,2.6,0.998
153.293375,-1.303833333,232,1.6,0.994
152.8623333,-2.094888889,207.3,1.9,0.903
152.8912917,-2.015222222,244,5.9,0.945
153.0619583,-2.222555556,209.8,1.9,0.918
153.157,-2.191833333,232.4,1.1,0.993
153.11375,-2.108972222,227.5,5.2,0.993
153.0355,-2.260305556,219.7,2.4,0.983
152.98475,-2.356527778,230.9,2.1,0.924
152.9332917,-2.130944444,229.5,1,0.995
152.9569167,-2.295194444,225.1,1.7,0.989
152.90175,-2.27225,230.3,4.5,0.962
152.9291667,-2.063972222,224.7,0.8,0.996
154.0163333,-1.562888889,217.9,1.2,0.989
154.0045417,-1.588666667,218.1,2.5,0.99
153.8976667,-1.519666667,229.4,0.6,0.993
153.967,-1.558638889,222.9,0.6,0.986
153.8037917,-1.633194444,228.9,5.4,0.916
153.8402083,-1.613416667,223.5,1.3,0.989
153.473,-1.305222222,218.9,4.2,0.986
153.46025,-1.213444444,212.4,3.6,0.949
153.419625,-1.183333333,219.5,1.6,0.981
153.6243333,-1.083916667,215.4,3.1,0.989
153.6070833,-1.122888889,227.8,2.1,0.993
153.6414583,-1.288583333,217.4,0.5,0.994
153.7069583,-1.259972222,222.3,1.5,0.993
153.6,-1.325055556,219.1,3.1,0.992
153.611375,-1.237611111,225.8,4.6,0.978
153.4954583,-1.064916667,236,0.8,0.991
153.4345,-1.4835,225.8,3.1,0.994
153.7210417,-1.994722222,236.8,2.5,0.987
153.4456667,-1.583416667,225.8,3.2,0.989
153.35825,-1.6385,233.4,2.6,0.989
153.3524167,-1.635944444,224.3,3,0.993
153.3830833,-1.581694444,228.2,1.6,0.993
153.38075,-1.586611111,227.7,2.4,0.993
153.3289583,-1.676555556,218,2.9,0.993
153.3364583,-1.533055556,229.2,1.2,0.993
153.2489167,-1.625888889,229.7,3.8,1
153.2842917,-1.598222222,219,1.3,0.999
153.1698333,-1.635611111,235.2,3.5,0.987
153.298125,-1.717111111,231.6,0.8,0.993
153.3067917,-1.740388889,226.3,3.4,0.993
153.2419583,-1.624666667,217.4,4.3,0.998
153.3321667,-1.587666667,225.5,3.1,0.995
153.3548333,-1.564583333,228.8,3.4,0.993
153.4044583,-1.590638889,231.8,1.8,0.987
153.1693333,-1.596555556,233.9,3.8,0.989
153.259625,-1.727888889,238.8,12.1,0.99
153.6787083,-1.244527778,223.7,3,0.946
153.8604167,-1.422388889,221.8,5.7,0.933
153.887875,-1.352583333,230.2,5.5,0.903
153.8571667,-1.291333333,223,2.4,0.914
153.8147917,-1.416055556,229.1,1.5,0.94
153.7147917,-1.246138889,224,0.5,0.946
153.7084167,-1.280944444,228.6,5,0.941
153.7045,-1.32675,218.7,2,0.932
153.7378333,-1.294611111,221.8,1.1,0.945
153.7455,-1.305,230.3,3.3,0.936
153.705375,-1.435361111,222.5,1.6,0.946
153.7041667,-1.372305556,222.1,4.5,0.945
153.6224583,-1.376472222,219.6,3.8,0.95
153.6544583,-1.494472222,222.5,1.6,0.957
153.64975,-1.484027778,220.7,5,0.954
